"ID"	"PeakTime"	"Location"	"Truck"	"Bus"	"LocationType"	"Sex"	"Alcohol"	"Speeding"	"Weather"	"Visibility"	"HomeDistance"	"Age"	"Fatal"
"2164"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Wet"	"Moderate"	18.6975636110483	44.7205166110959	0
"2165"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	19.3054888735929	44.0634954806605	1
"2166"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	18.3217002989864	42.7597739236493	0
"2167"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	28.9761532140539	41.9763205636502	0
"2168"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	19.3748459717381	70.5526292048219	0
"2169"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	43.6433057907179	42.7931910765627	0
"2170"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	28.9984034852789	48.1856800951389	0
"2171"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	30.9192849254076	46.2229340164522	0
"2172"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	22.1335890916077	45.7086638750402	0
"2173"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	15.8771671332995	38.3734558005987	1
"2174"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	22.8461115479256	66.0101439483657	1
"2175"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	19.0686945979402	43.9223536805006	0
"2176"	"am"	"OuterSuburban"	"N"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	12.5339927058221	50.57610047581	0
"2177"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	28.4326179782146	41.1464940478109	0
"2178"	"am"	"Suburban"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	29.7204428188717	49.4269955057461	0
"2179"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	27.7458958318839	41.0863012428468	0
"2180"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	27.5889139261033	55.7995590429512	1
"2181"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	21.7647560044064	36.8397520154401	1
"2182"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	19.3828384708441	41.224935887269	0
"2183"	"pm"	"City"	"Y"	"Y"	"GiveWay"	"F"	"Y"	"N"	"Fine"	"Good"	22.0822675822458	35.7601060821237	0
"2184"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Raining"	"Poor"	16.4138092599704	36.0680251437841	0
"2185"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	17.4223088556504	31.075969578632	0
"2186"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	21.3985242682376	52.9267996218674	0
"2187"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	11.9458959881955	49.9860481472714	0
"2188"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	10.4665822964824	42.7987578048596	0
"2189"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	24.1382474663237	46.5732574593987	0
"2190"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	28.4069038307914	54.8249211712126	0
"2191"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	31.0307803688275	37.4263331957269	0
"2192"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	18.6439671244681	40.4711641873231	1
"2193"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	24.7177979004459	39.224681725006	0
"2194"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	19.6817877935507	52.7157681941274	0
"2195"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	15.8814370452408	46.5653965287006	0
"2196"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	21.0282932592053	41.3120789166441	1
"2197"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	13.4162888445851	41.0250698813797	0
"2198"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	15.9356455883021	50.3734324215802	0
"2199"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Raining"	"Poor"	19.2444978273599	42.2266442829083	0
"2200"	"pm"	"OuterSuburban"	"Y"	"N"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	25.7258697264617	69.4225503735687	0
"2201"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	22.4512920242752	54.8268826513353	1
"2202"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	12.7323762709282	58.7938761936127	1
"2203"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	21.10100392291	63.5356800467063	1
"2204"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	28.6113847686319	52.4058849670357	0
"2205"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	21.9005709241985	37.9244741068557	0
"2206"	"pm"	"OuterSuburban"	"N"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	18.3120442827346	46.9251127700797	1
"2207"	"pm"	"City"	"Y"	"N"	"Stop"	"F"	"Y"	"N"	"Wet"	"Moderate"	18.5047801953366	41.516128451143	0
"2208"	"pm"	"City"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	30.6207254229373	34.2637738924404	0
"2209"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	18.1598741217434	49.8060979128233	0
"2210"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Raining"	"Poor"	12.8873146567447	53.9198554303191	1
"2211"	"pm"	"Suburban"	"Y"	"N"	"Stop"	"F"	"N"	"N"	"Fine"	"Good"	32.1286800657976	45.885534032575	0
"2212"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	26.4059331375782	44.0160778530734	0
"2213"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	17.2134260026438	29.6454351009819	1
"2214"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Fine"	"Good"	24.1272463354856	42.692679537001	0
"2215"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	14.6182652788568	35.9249481170594	0
"2216"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	17.648488296057	53.0804221136298	0
"2217"	"pm"	"City"	"Y"	"N"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	15.2241335754118	47.1622359057368	0
"2218"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	23.5544854855088	37.6777571828026	0
"2219"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	22.1641873602423	40.6644871806023	0
"2220"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Raining"	"Poor"	24.405861745461	44.1270688340861	1
"2221"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	19.6898735131021	41.037480271824	0
"2222"	"pm"	"OuterSuburban"	"Y"	"N"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	21.0876881422514	52.7323590781018	1
"2223"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	26.5289107228911	41.7582646260403	1
"2224"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	19.5165213965583	44.7857169045621	0
"2225"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	19.1373215127054	58.594504797233	0
"2226"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Wet"	"Moderate"	19.146257639851	58.0173728523869	1
"2227"	"pm"	"Suburban"	"N"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	40.6226536947985	43.1454495891722	1
"2228"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	20.6203714871218	51.6320161382991	1
"2229"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	48.8331616889123	33.669749957302	1
"2230"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	12.416741915229	45.5320981704777	1
"2231"	"pm"	"City"	"Y"	"Y"	"GiveWay"	"M"	"Y"	"Y"	"Wet"	"Moderate"	20.3317972536004	38.2576167707368	1
"2232"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	17.0702651445733	37.2505931378021	0
"2233"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	12.2300657496904	61.5854863878746	0
"2234"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	15.8583684984639	54.4911273198994	0
"2235"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"N"	"N"	"Fine"	"Good"	40.9570244332562	44.2457961143675	0
"2236"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	21.1312902947558	38.5394291452689	1
"2237"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	17.0173909229531	33.6956799757094	0
"2238"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Raining"	"Poor"	11.6240387815416	56.7923948216317	1
"2239"	"am"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	15.469541457165	41.5670156809137	0
"2240"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	21.1867979119671	39.535035238684	1
"2241"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	23.1754184202277	45.7237564230338	0
"2242"	"am"	"City"	"Y"	"N"	"Light"	"F"	"Y"	"Y"	"Raining"	"Poor"	16.3973616485521	41.4795874471533	1
"2243"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	18.1844387627067	52.3539026874553	0
"2244"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Wet"	"Moderate"	15.7244068946073	38.0532177200958	0
"2245"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	28.1296387122811	51.5860643606596	0
"2246"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	19.3399099260408	48.4121071509607	0
"2247"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	21.8726466993813	46.9697061864448	0
"2248"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	28.6729543917623	48.5511168568981	1
"2249"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Raining"	"Poor"	23.9863591142959	58.8448279970506	0
"2250"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	15.8001879288555	49.8338234275038	1
"2251"	"am"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	22.1199314582252	53.3349249147353	1
"2252"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	17.2676349895378	50.0419423542009	0
"2253"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	11.1654508348337	71.2064963305406	0
"2254"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	17.1868366228183	39.6923020386896	0
"2255"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	19.7738024665238	30.9049118096203	0
"2256"	"am"	"Suburban"	"Y"	"Y"	"GiveWay"	"M"	"Y"	"Y"	"Raining"	"Poor"	32.5203738505101	39.8653619590839	0
"2257"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	14.3436512717466	54.6343207433279	0
"2258"	"pm"	"City"	"Y"	"N"	"Stop"	"F"	"N"	"N"	"Wet"	"Moderate"	21.692561124754	48.1722882555422	0
"2259"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	22.4028187737954	40.1189784182123	0
"2260"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	14.6848624528059	67.4598145680525	0
"2261"	"pm"	"City"	"N"	"Y"	"Stop"	"F"	"N"	"Y"	"Fine"	"Good"	20.316770646628	53.0589885592822	0
"2262"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	15.4468933640953	44.6147478843478	1
"2263"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	13.6167743541528	63.8686547316273	1
"2264"	"pm"	"Suburban"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	23.3234707951744	69.613186681363	0
"2265"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	28.9097463132578	48.484337123599	0
"2266"	"am"	"Suburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Raining"	"Poor"	14.0833317041493	35.8601836686329	0
"2267"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	18.1197672286461	43.6047922519103	0
"2268"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Wet"	"Moderate"	29.2044719902674	50.7989838405543	0
"2269"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	19.2750718827872	39.1436140006995	0
"2270"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	17.1490595709167	52.7981127042325	1
"2271"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Wet"	"Moderate"	20.5967886599125	35.2685955249184	1
"2272"	"am"	"City"	"N"	"N"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	12.7333534338537	47.0873431901556	0
"2273"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Wet"	"Moderate"	14.5452979719672	50.2639944047411	1
"2274"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	20.3730199027785	58.9272556065958	0
"2275"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	12.1808546862178	52.697134284289	1
"2276"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	21.0579101306973	50.9347179027642	0
"2277"	"am"	"City"	"N"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	10.7781822259365	32.3749478843585	1
"2278"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	22.2801943548839	37.7049537704881	0
"2279"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	20.2454993632351	52.6059080370602	0
"2280"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	38.4909322942775	46.684546560285	0
"2281"	"am"	"Suburban"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	30.6993953434169	53.524692748579	0
"2282"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	15.0320314791416	45.3720286556156	0
"2283"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	24.4473650163089	40.1287152173928	0
"2284"	"am"	"OuterSuburban"	"N"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	30.3872501389356	39.5676063054814	0
"2285"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	14.6625192775133	38.6259568585858	0
"2286"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	26.369857206448	50.7026738436501	0
"2287"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Wet"	"Moderate"	11.2661570342115	39.3446809956872	0
"2288"	"am"	"City"	"N"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	31.73577699251	42.2930139386625	1
"2289"	"pm"	"Suburban"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Raining"	"Poor"	32.9425465698416	39.8567716454299	0
"2290"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"N"	"Wet"	"Moderate"	22.9225419412183	50.591527796177	0
"2291"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	15.7364698738369	48.0276778980589	0
"2292"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	21.843696098435	36.2414132993997	0
"2293"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	14.1506137442232	31.5750636166005	0
"2294"	"am"	"Suburban"	"Y"	"Y"	"GiveWay"	"M"	"N"	"Y"	"Wet"	"Moderate"	17.2864012600106	37.1717196979207	0
"2295"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"N"	"Wet"	"Moderate"	27.3427475722832	43.8148526423436	0
"2296"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	18.4247271400838	43.8075042978341	0
"2297"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	13.1211562968964	59.8927021124324	0
"2298"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	26.196408630713	38.1221892181871	0
"2299"	"am"	"City"	"Y"	"Y"	"GiveWay"	"F"	"Y"	"Y"	"Fine"	"Good"	22.0502095129947	30.9520209014676	0
"2300"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	38.8745878864823	46.7646954731114	0
"2301"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	18.4338162990019	43.7887243522975	0
"2302"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	23.4028948163477	54.4703167547213	1
"2303"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Raining"	"Poor"	24.1167605644869	31.2620539832394	0
"2304"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	27.9965609554861	39.8973285279176	0
"2305"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Raining"	"Poor"	22.832867867251	76.0239597555668	0
"2306"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	11.6662284383793	53.0115648143397	0
"2307"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	18.2932897792571	45.7955587654851	0
"2308"	"am"	"City"	"N"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	16.2590909133427	42.3056401829115	0
"2309"	"am"	"Suburban"	"Y"	"Y"	"GiveWay"	"M"	"N"	"Y"	"Fine"	"Good"	31.138719216073	34.1669387176273	0
"2310"	"pm"	"Suburban"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	24.1967912979226	44.8927396644116	0
"2311"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	26.6130521523948	37.8429947871691	0
"2312"	"am"	"City"	"Y"	"N"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	14.2775605865612	37.4482399103039	0
"2313"	"pm"	"OuterSuburban"	"N"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	12.4357665363888	55.3794500774035	0
"2314"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	13.4362007308161	52.9292980443934	1
"2315"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Raining"	"Poor"	26.6458979506854	53.0595970762439	0
"2316"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	11.3038457680197	60.78949376069	1
"2317"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	22.5960932282612	24.2713871045875	1
"2318"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	16.2959314444215	37.3629855364233	0
"2319"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	16.5192506962718	46.7302975029547	1
"2320"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	12.5645351468553	25.3949327949014	0
"2321"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	13.2981928197096	49.612581488428	0
"2322"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	10.8514699592442	50.251863170544	0
"2323"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	23.3723007646311	60.0410922667705	0
"2324"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	21.5008287676039	46.21104847948	0
"2325"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	21.6442449067705	53.0923893158214	0
"2326"	"am"	"Suburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	22.0617117491916	41.5526375504022	1
"2327"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	23.7067452681202	44.7470882966461	0
"2328"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	13.7709522592588	40.53055727313	0
"2329"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	17.0671886679144	35.474284083474	1
"2330"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	32.5395579926581	52.7440499968908	0
"2331"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	29.2561624371984	43.3424285437989	0
"2332"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	17.5636292905893	37.4569439462698	0
"2333"	"pm"	"City"	"Y"	"Y"	"GiveWay"	"M"	"N"	"Y"	"Fine"	"Good"	19.290391231882	43.019573645094	0
"2334"	"pm"	"OuterSuburban"	"Y"	"N"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	26.1299664682128	48.1894521276937	0
"2335"	"am"	"OuterSuburban"	"Y"	"Y"	"GiveWay"	"M"	"Y"	"N"	"Fine"	"Good"	22.1753333321943	37.3908343946836	0
"2336"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	16.2181899101975	35.0996393144972	0
"2337"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	21.3147203636981	49.2862254373079	0
"2338"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	25.5718359984317	65.1458690683861	1
"2339"	"am"	"OuterSuburban"	"N"	"Y"	"Stop"	"M"	"N"	"Y"	"Raining"	"Poor"	21.9232200963135	42.8535759190013	0
"2340"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	24.8839345513956	43.7158241466514	0
"2341"	"pm"	"City"	"Y"	"N"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	9.66595878432367	36.0694644119808	0
"2342"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	20.1515250480193	38.4125236622737	0
"2343"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	26.5948205298319	45.083894547235	0
"2344"	"pm"	"City"	"Y"	"N"	"Stop"	"F"	"N"	"N"	"Raining"	"Poor"	23.6500369118498	41.5205276827573	0
"2345"	"am"	"City"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	11.9518377190826	36.9413902790203	0
"2346"	"pm"	"City"	"N"	"N"	"GiveWay"	"M"	"N"	"Y"	"Wet"	"Moderate"	25.060201392407	41.5228529506879	0
"2347"	"am"	"City"	"N"	"Y"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	35.38981897964	43.108995591873	0
"2348"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	21.0036336677204	42.8457293321293	0
"2349"	"am"	"OuterSuburban"	"Y"	"N"	"GiveWay"	"M"	"Y"	"N"	"Fine"	"Good"	12.8696947008818	33.6586270252841	0
"2350"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	26.7904187111344	39.0814859420295	0
"2351"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	22.2794134867458	46.5071024007176	0
